year,Inflation rate, budget ,budget_cleaned, gross ,gross_cleaned,company,country,director,genre,,name,rating,released,runtime,score,star,votes,writer
2008,1.1147,"$40,000,000 ","$44,588,000 ","$46,012,734 ","$51,290,395 ",Columbia Pictures,USA,Paul Weiland,Comedy,,Made of Honor,PG-13,2005/2/8,101,5.9,Patrick Dempsey,58284,Adam Sztykiel
2008,1.1147,"$37,000,000 ","$41,243,900 ","$48,006,503 ","$53,512,849 ",Walden Media,USA,Jennifer Flackett,Adventure,,Nim's Island,PG,2004/4/8,96,6,Jodie Foster,29611,Joseph Kwong
2008,1.1147,"$25,000,000 ","$27,867,500 ","$48,237,389 ","$53,770,218 ",Columbia Pictures,USA,Fred Wolf,Comedy,,The House Bunny,PG-13,8/22/08,97,5.5,Anna Faris,68405,Karen McCullah
2008,1.1147,"$55,000,000 ","$61,308,500 ","$52,075,270 ","$58,048,303 ",Casey Silver Productions,USA,Rob Minkoff,Action,,The Forbidden Kingdom,PG-13,4/18/08,104,6.6,Jackie Chan,92275,John Fusco
2008,1.1147,"$10,000,000 ","$11,147,000 ","$52,597,610 ","$58,630,556 ",Rogue Pictures,USA,Bryan Bertino,Horror,,The Strangers,R,5/30/08,86,6.2,Scott Speedman,98780,Bryan Bertino
2008,1.1147,"$10,800,000 ","$12,038,760 ","$56,746,769 ","$63,255,623 ",Twisted Pictures,USA,David Hackl,Horror,,Saw V,R,10/24/08,92,5.8,Scott Patterson,95765,Patrick Melton
2008,1.1147,"$17,500,000 ","$19,507,250 ","$58,017,783 ","$64,672,423 ",Touchstone Pictures,USA,Jon M. Chu,Drama,,Step Up 2: The Streets,PG-13,2/14/08,98,6.2,Robert Hoffman,71816,Toni Ann Johnson
2008,1.1147,"$30,000,000 ","$33,441,000 ","$60,269,340 ","$67,182,233 ",Broadway Video,USA,Michael McCullers,Comedy,,Baby Mama,PG-13,4/25/08,100,6,Tina Fey,36032,Michael McCullers
2008,1.1147,"$37,000,000 ","$41,243,900 ","$60,355,347 ","$67,278,105 ",Focus Features,USA,Ethan Coen,Comedy,,Burn After Reading,R,2009/12/8,96,7,Brad Pitt,264758,Joel Coen
2008,1.1147,"$30,000,000 ","$33,441,000 ","$63,172,463 ","$70,418,345 ",Universal Pictures,USA,Nicholas Stoller,Comedy,,Forgetting Sarah Marshall,R,4/18/08,111,7.2,Kristen Bell,230079,Jason Segel
2008,1.1147,"$48,000,000 ","$53,505,600 ","$64,506,874 ","$71,905,812 ",Twentieth Century Fox Film Corporation,USA,M. Night Shyamalan,Comedy,,The Happening,R,6/13/08,91,5,Mark Wahlberg,173949,M. Night Shyamalan
2008,1.1147,"$55,000,000 ","$61,308,500 ","$69,951,824 ","$77,975,298 ",Columbia Pictures,USA,Gabriele Muccino,Drama,,Seven Pounds,PG-13,12/19/08,123,7.7,Will Smith,249856,Grant Nieporte
2008,1.1147,"$70,000,000 ","$78,029,000 ","$70,231,041 ","$78,286,541 ",Warner Bros.,USA,Andy Tennant,Action,,Fool's Gold,PG-13,2002/8/8,112,5.7,Matthew McConaughey,64098,John Claflin
2008,1.1147,"$90,000,000 ","$100,323,000 ","$71,195,053 ","$79,361,126 ",Paramount Pictures,USA,Mark Waters,Adventure,,The Spiderwick Chronicles,PG,2/14/08,96,6.6,Freddie Highmore,74370,Karey Kirkpatrick
2008,1.1147,"$40,000,000 ","$44,588,000 ","$72,266,306 ","$80,555,251 ",Columbia Pictures,USA,Pete Travis,Crime,,Vantage Point,PG-13,2/22/08,90,6.6,Dennis Quaid,132882,Barry L. Levy
2008,1.1147,"$85,000,000 ","$94,749,500 ","$75,754,670 ","$84,443,731 ",Universal Pictures,USA,Guillermo del Toro,Action,,Hellboy II: The Golden Army,PG-13,2007/11/8,120,7,Ron Perlman,221241,Guillermo del Toro
2008,1.1147,"$30,000,000 ","$33,441,000 ","$76,808,654 ","$85,618,607 ",Fox 2000 Pictures,USA,Anne Fletcher,Comedy,,27 Dresses,PG-13,1/18/08,111,6.1,Katherine Heigl,133431,Aline Brosh McKenna
2008,1.1147,"$80,000,000 ","$89,176,000 ","$79,366,978 ","$88,470,370 ",Twentieth Century Fox Film Corporation,USA,Scott Derrickson,Drama,,The Day the Earth Stood Still,PG-13,2012/12/8,104,5.5,Keanu Reeves,146633,David Scarpa
2008,1.1147,"$25,000,000 ","$27,867,500 ","$80,048,433 ","$89,229,988 ",Paramount Pictures,USA,Matt Reeves,Action,,Cloverfield,PG-13,1/18/08,85,7,Mike Vogel,319809,Drew Goddard
2008,1.1147,"$85,000,000 ","$94,749,500 ","$80,172,128 ","$89,367,871 ",Twentieth Century Fox Film Corporation,USA,Doug Liman,Action,,Jumper,PG-13,2/14/08,88,6.1,Hayden Christensen,256451,David S. Goyer
2008,1.1147,"$35,000,000 ","$39,014,500 ","$80,277,646 ","$89,485,492 ",Twentieth Century Fox Film Corporation,USA,Tom Vaughan,Comedy,,What Happens in Vegas,PG-13,2005/9/8,99,6.1,Cameron Diaz,149018,Dana Fox
2008,1.1147,"$35,000,000 ","$39,014,500 ","$81,159,365 ","$90,468,344 ",Columbia Pictures,USA,Robert Luketic,Crime,,21,PG-13,3/28/08,123,6.8,Jim Sturgess,201705,Peter Steinfeld
2008,1.1147,"$75,000,000 ","$83,602,500 ","$83,077,833 ","$92,606,860 ",Metro-Goldwyn-Mayer (MGM),USA,Bryan Singer,Drama,,Valkyrie,PG-13,12/25/08,121,7.1,Tom Cruise,197529,Christopher McQuarrie
2008,1.1147,"$27,000,000 ","$30,096,900 ","$87,341,380 ","$97,359,436 ",Columbia Pictures,USA,David Gordon Green,Action,,Pineapple Express,R,2008/6/8,111,7,Seth Rogen,272938,Seth Rogen
2008,1.1147,"$11,000,000 ","$12,261,700 ","$90,559,416 ","$100,946,581 ",Walt Disney Pictures,USA,Kenny Ortega,Comedy,,High School Musical 3: Senior Year,G,10/24/08,112,4.6,Zac Efron,47545,Peter Barsocchini
2008,1.1147,"$20,000,000 ","$22,294,000 ","$94,514,402 ","$105,355,204 ",Mandeville Films,USA,Raja Gosnell,Adventure,,Beverly Hills Chihuahua,PG,2010/3/8,91,3.7,Drew Barrymore,18775,Analisa LaBianco
2008,1.1147,"$105,000,000 ","$117,043,500 ","$94,784,201 ","$105,655,949 ",Warner Bros.,USA,Roland Emmerich,Action,,"10,000 BC",PG-13,2003/7/8,109,5.1,Camilla Belle,114171,Roland Emmerich
2008,1.1147,"$70,000,000 ","$78,029,000 ","$97,690,976 ","$108,896,131 ",Warner Bros.,USA,Peyton Reed,Comedy,,Yes Man,PG-13,12/19/08,104,6.8,Jim Carrey,289261,Nicholas Stoller
2008,1.1147,"$90,000,000 ","$100,323,000 ","$100,018,837 ","$111,490,998 ",Columbia Pictures,USA,Dennis Dugan,Action,,You Don't Mess with the Zohan,PG-13,2006/6/8,113,5.5,Adam Sandler,166095,Adam Sandler
2008,1.1147,"$65,000,000 ","$72,455,500 ","$100,468,793 ","$111,992,564 ",Columbia Pictures,USA,Adam McKay,Comedy,,Step Brothers,R,7/25/08,98,6.9,Will Ferrell,227558,Will Ferrell
2008,1.1147,"$80,000,000 ","$89,176,000 ","$101,111,837 ","$112,709,365 ",DreamWorks,USA,D.J. Caruso,Action,,Eagle Eye,PG-13,9/26/08,118,6.6,Shia LaBeouf,158402,John Glenn
2008,1.1147,"$45,000,000 ","$50,161,500 ","$101,704,370 ","$113,369,861 ",New Line Cinema,USA,Eric Brevig,Action,,Journey to the Center of the Earth,PG,2007/11/8,93,5.8,Brendan Fraser,93923,Michael D. Weiss
2008,1.1147,"$145,000,000 ","$161,631,500 ","$102,491,776 ","$114,247,583 ",Universal Pictures,USA,Rob Cohen,Action,,The Mummy: Tomb of the Dragon Emperor,PG-13,2008/1/8,112,5.2,Brendan Fraser,128515,Alfred Gough
2008,1.1147,"$80,000,000 ","$89,176,000 ","$110,101,975 ","$122,730,672 ",Walt Disney Pictures,USA,Adam Shankman,Comedy,,Bedtime Stories,PG,12/25/08,99,6.1,Adam Sandler,76733,Matt Lopez
2008,1.1147,"$92,000,000 ","$102,552,400 ","$110,515,313 ","$123,191,419 ",DreamWorks,USA,Ben Stiller,Action,,Tropic Thunder,R,8/13/08,107,7,Ben Stiller,327846,Justin Theroux
2008,1.1147,"$150,000,000 ","$167,205,000 ","$114,053,579 ","$127,135,525 ",Walt Disney Animation Studios,USA,Byron Howard,Animation,,Bolt,PG,11/21/08,96,6.9,John Travolta,158580,Dan Fogelman
2008,1.1147,"$150,000,000 ","$167,205,000 ","$127,509,326 ","$142,134,646 ",Warner Bros.,USA,David Fincher,Drama,,The Curious Case of Benjamin Button,PG-13,12/25/08,166,7.8,Brad Pitt,495968,Eric Roth
2008,1.1147,"$80,000,000 ","$89,176,000 ","$130,319,208 ","$145,266,821 ",Warner Bros.,USA,Peter Segal,Action,,Get Smart,PG-13,6/20/08,110,6.5,Steve Carell,176842,Tom J. Astle
2008,1.1147,"$75,000,000 ","$83,602,500 ","$134,508,551 ","$149,936,682 ",Universal Pictures,USA,Timur Bekmambetov,Action,,Wanted,R,6/27/08,110,6.7,Angelina Jolie,317547,Michael Brandt
2008,1.1147,"$150,000,000 ","$167,205,000 ","$134,518,390 ","$149,947,649 ",Universal Pictures,USA,Louis Leterrier,Action,,The Incredible Hulk,PG-13,6/13/08,112,6.8,Edward Norton,350423,Zak Penn
2008,1.1147,"$225,000,000 ","$250,807,500 ","$141,621,490 ","$157,865,475 ",Walt Disney Pictures,USA,Andrew Adamson,Action,,The Chronicles of Narnia: Prince Caspian,PG,5/16/08,150,6.6,Ben Barnes,162829,Andrew Adamson
2008,1.1147,"$60,000,000 ","$66,882,000 ","$143,153,751 ","$159,573,486 ",Fox 2000 Pictures,USA,David Frankel,Comedy,,Marley & Me,PG,12/25/08,100,7.1,Owen Wilson,125638,Scott Frank
2008,1.1147,"$52,000,000 ","$57,964,400 ","$144,130,063 ","$160,661,781 ",Universal Pictures,USA,Phyllida Lloyd,Comedy,,Mamma Mia!,PG-13,7/18/08,108,6.4,Meryl Streep,157292,Catherine Johnson
2008,1.1147,"$65,000,000 ","$72,455,500 ","$152,647,258 ","$170,155,898 ",New Line Cinema,USA,Michael Patrick King,Comedy,,Sex and the City,R,5/30/08,145,5.5,Sarah Jessica Parker,104063,Michael Patrick King
2008,1.1147,"$85,000,000 ","$94,749,500 ","$154,529,439 ","$172,253,966 ",Blue Sky Studios,USA,Jimmy Hayward,Animation,,Horton Hears a Who!,G,3/14/08,86,6.8,Jim Carrey,113151,Ken Daurio
2008,1.1147,"$150,000,000 ","$167,205,000 ","$180,010,950 ","$200,658,206 ",DreamWorks Animation,USA,Eric Darnell,Animation,,Madagascar: Escape 2 Africa,PG,2011/7/8,89,6.7,Ben Stiller,162026,Etan Cohen
2008,1.1147,"$37,000,000 ","$41,243,900 ","$191,465,414 ","$213,426,497 ",Summit Entertainment,USA,Catherine Hardwicke,Drama,,Twilight,PG-13,11/21/08,122,5.2,Kristen Stewart,366772,Melissa Rosenberg
2008,1.1147,"$130,000,000 ","$144,911,000 ","$215,434,591 ","$240,144,939 ",DreamWorks Animation,USA,Mark Osborne,Animation,,Kung Fu Panda,PG,2006/6/8,92,7.6,Jack Black,339024,Jonathan Aibel
2008,1.1147,"$180,000,000 ","$200,646,000 ","$223,808,164 ","$249,478,960 ",FortyFour Studios,USA,Andrew Stanton,Animation,,WALL_,G,6/27/08,98,8.4,Ben Burtt,799707,Andrew Stanton
2008,1.1147,"$150,000,000 ","$167,205,000 ","$227,946,274 ","$254,091,712 ",Columbia Pictures,USA,Peter Berg,Action,,Hancock,PG-13,2007/2/8,92,6.4,Will Smith,375055,Vincent Ngo
2008,1.1147,"$185,000,000 ","$206,219,500 ","$317,101,119 ","$353,472,617 ",Paramount Pictures,USA,Steven Spielberg,Action,,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,5/22/08,122,6.2,Harrison Ford,358563,David Koepp
2008,1.1147,"$140,000,000 ","$156,058,000 ","$318,412,101 ","$354,933,969 ",Paramount Pictures,USA,Jon Favreau,Action,,Iron Man,PG-13,2005/2/8,126,7.9,Robert Downey Jr.,755866,Mark Fergus
2008,1.1147,"$185,000,000 ","$206,219,500 ","$534,858,444 ","$596,206,708 ",Warner Bros.,USA,Christopher Nolan,Action,,The Dark Knight,PG-13,7/18/08,152,9,Christian Bale,1839571,Jonathan Nolan
2007,1.1575,"$6,000,000 ","$6,945,000 ","$20,146 ","$23,319 ",Blueprint Pictures,USA,Gregory Jacobs,Drama,,Wind Chill,R,2008/3/7,91,5.9,Emily Blunt,18857,Joe Gangemi
2007,1.1575,"$5,000,000 ","$5,787,500 ","$23,563 ","$27,274 ",Avenue Pictures,USA,Daniel Waters,Comedy,,Sex and Death 101,R,2/22/08,117,6,Robert Wisdom,9860,Daniel Waters
2007,1.1575,"$10,000,000 ","$11,575,000 ","$25,775 ","$29,835 ",NALA Films,USA,Jieho Lee,Crime,,The Air I Breathe,R,10/17/08,95,6.9,Brendan Fraser,32130,Jieho Lee
2007,1.1575,"$2,600,000 ","$3,009,500 ","$50,000 ","$57,875 ",Rifkin-Eberts,USA,Tony Giglio,Horror,,Timber Falls,R,5/23/08,100,5.3,Josh Randall,5236,Dan Kay
2007,1.1575,"$11,000,000 ","$12,732,500 ","$121,994 ","$141,208 ",Focus Features,USA,Terry George,Crime,,Reservation Road,R,8/22/08,102,6.7,Joaquin Phoenix,19672,John Burnham Schwartz
2007,1.1575,"$3,750,000 ","$4,340,625 ","$128,092 ","$148,266 ",Deerjen Films,USA,Deborah Kampmeier,Drama,,Hounddog,R,1/22/07,100,6.3,Dakota Fanning,5408,Deborah Kampmeier
2007,1.1575,"$5,000,000 ","$5,787,500 ","$244,397 ","$282,890 ",American Zoetrope,USA,Francis Ford Coppola,Drama,,Youth Without Youth,R,10/26/07,124,6.3,Tim Roth,11873,Mircea Eliade
2007,1.1575,"$6,000,000 ","$6,945,000 ","$712,391 ","$824,593 ",B&W; Films,USA,Jeffrey Blitz,Comedy,,Rocket Science,R,9/28/07,101,6.7,Reece Thompson,12086,Jeffrey Blitz
2007,1.1575,"$2,000,000 ","$2,315,000 ","$958,961 ","$1,109,997 ",Artfire Films,USA,George A. Romero,Horror,,Diary of the Dead,R,2/22/08,95,5.7,Michelle Morgan,42332,George A. Romero
2007,1.1575,"$25,000,000 ","$28,937,500 ","$969,869 ","$1,122,623 ",Intermedia,USA,Richard Shepard,Adventure,,The Hunting Party,R,9/21/07,101,6.9,Richard Gere,22857,Richard Shepard
2007,1.1575,"$15,000,000 ","$17,362,500 ","$1,294,640 ","$1,498,546 ",Celluloid Dreams,USA,Michael Haneke,Crime,,Funny Games,R,9/26/08,111,6.5,Naomi Watts,75924,Michael Haneke
2007,1.1575,"$10,000,000 ","$11,575,000 ","$1,959,420 ","$2,268,029 ",Scott Rudin Productions,USA,Noah Baumbach,Comedy,,Margot at the Wedding,R,12/14/07,93,6.1,Nicole Kidman,16620,Noah Baumbach
2007,1.1575,"$17,000,000 ","$19,677,500 ","$2,626,800 ","$3,040,521 ",Captivity Productions,USA,Roland Joff,Crime,,Captivity,R,7/13/07,96,4.7,Elisha Cuthbert,21178,Larry Cohen
2007,1.1575,"$16,000,000 ","$18,520,000 ","$3,287,315 ","$3,805,067 ",DreamWorks,USA,Susanne Bier,Drama,,Things We Lost in the Fire,R,10/19/07,118,7.2,Halle Berry,25351,Allan Loeb
2007,1.1575,"$15,000,000 ","$17,362,500 ","$3,525,161 ","$4,080,374 ",Metro-Goldwyn-Mayer (MGM),USA,Katja von Garnier,Drama,,Blood and Chocolate,PG-13,1/26/07,100,5.5,Agnes Bruckner,15964,Ehren Kruger
2007,1.1575,"$3,500,000 ","$4,051,250 ","$3,735,303 ","$4,323,613 ",Odyssey Entertainment,USA,Helen Hunt,Comedy,,Then She Found Me,R,2005/9/8,100,6,Helen Hunt,8895,Alice Arlen
2007,1.1575,"$30,000,000 ","$34,725,000 ","$3,904,982 ","$4,520,017 ",Warner Bros.,USA,Andrew Dominik,Biography,,The Assassination of Jesse James by the Coward Robert Ford,R,10/19/07,160,7.5,Brad Pitt,146553,Andrew Dominik
2007,1.1575,"$12,000,000 ","$13,890,000 ","$3,950,294 ","$4,572,465 ",Metro-Goldwyn-Mayer (MGM),USA,Jon Poll,Comedy,,Charlie Bartlett,R,2/22/08,97,7,Anton Yelchin,58595,Gustin Nash
2007,1.1575,"$8,000,000 ","$9,260,000 ","$3,992,339 ","$4,621,132 ",P2 Productions,USA,Franck Khalfoun,Crime,,P2,R,2011/9/7,98,5.9,Rachel Nichols,27335,Alexandre Aja
2007,1.1575,"$16,000,000 ","$18,520,000 ","$4,600,585 ","$5,325,177 ",Miramax,USA,Scott Frank,Crime,,The Lookout,R,3/30/07,99,7.1,Joseph Gordon-Levitt,52730,Scott Frank
2007,1.1575,"$15,000,000 ","$17,362,500 ","$4,602,512 ","$5,327,408 ",Haishang Films,USA,Ang Lee,Drama,,"Lust, Caution",NC-17,10/26/07,157,7.6,Tony Chiu-Wai Leung,32328,Eileen Chang
2007,1.1575,"$45,000,000 ","$52,087,500 ","$4,607,608 ","$5,333,306 ",New Line Cinema,USA,Mike Newell,Drama,,Love in the Time of Cholera,R,11/16/07,139,6.4,Javier Bardem,20111,Ronald Harwood
2007,1.1575,"$55,000,000 ","$63,662,500 ","$5,755,286 ","$6,661,744 ",Warner Bros.,USA,Curtis Hanson,Drama,,Lucky You,PG-13,2005/4/7,124,5.9,Eric Bana,18870,Eric Roth
2007,1.1575,"$12,000,000 ","$13,890,000 ","$5,972,884 ","$6,913,613 ",Metro-Goldwyn-Mayer (MGM),USA,Craig Gillespie,Comedy,,Lars and the Real Girl,PG-13,2011/2/7,106,7.4,Ryan Gosling,122310,Nancy Oliver
2007,1.1575,"$26,000,000 ","$30,095,000 ","$6,877,133 ","$7,960,281 ",Chicago Pictures,USA,Andy Cheng,Action,,Redline,PG-13,4/13/07,100,4,Nathan Phillips,8133,Robert Foreman
2007,1.1575,"$18,000,000 ","$20,835,000 ","$7,083,025 ","$8,198,601 ",Capitol Films,USA,Sidney Lumet,Crime,,Before the Devil Knows You're Dead,R,10/26/07,117,7.3,Philip Seymour Hoffman,85707,Kelly Masterson
2007,1.1575,"$27,000,000 ","$31,252,500 ","$7,486,906 ","$8,666,094 ",New Line Cinema,USA,Menno Meyjes,Comedy,,Martian Child,PG,2011/2/7,106,6.8,John Cusack,18187,Seth Bass
2007,1.1575,"$12,000,000 ","$13,890,000 ","$7,498,716 ","$8,679,764 ",360 Pictures,USA,Chris Sivertson,Mystery,,I Know Who Killed Me,R,7/27/07,100,3.6,Lindsay Lohan,23832,Jeff Hammond
2007,1.1575,"$9,000,000 ","$10,417,500 ","$8,579,684 ","$9,930,984 ",Sidney Kimmel Entertainment,USA,Frank Oz,Comedy,,Death at a Funeral,R,2009/7/7,87,7.4,Matthew Macfadyen,95249,Dean Craig
2007,1.1575,"$45,000,000 ","$52,087,500 ","$8,791,738 ","$10,176,437 ",Twentieth Century Fox Film Corporation,USA,David L. Cunningham,Adventure,,The Seeker: The Dark Is Rising,PG,2010/5/7,99,4.8,Alexander Ludwig,13682,John Hodge
2007,1.1575,"$16,000,000 ","$18,520,000 ","$9,176,787 ","$10,622,131 ",Paramount Vantage,USA,Michael Winterbottom,Biography,,A Mighty Heart,R,6/22/07,108,6.7,Angelina Jolie,24917,John Orloff
2007,1.1575,"$20,000,000 ","$23,150,000 ","$9,525,276 ","$11,025,507 ",Twentieth Century Fox Film Corporation,USA,James Wan,Action,,Death Sentence,R,8/31/07,105,6.8,Kevin Bacon,62804,Ian Mackenzie Jeffers
2007,1.1575,"$27,500,000 ","$31,831,250 ","$9,736,045 ","$11,269,472 ",Anonymous Content,USA,Gavin Hood,Drama,,Rendition,R,10/19/07,122,6.8,Reese Witherspoon,49635,Kelley Sane
2007,1.1575,"$20,000,000 ","$23,150,000 ","$10,005,534 ","$11,581,406 ",Avi Arad & Associates,USA,Sean McNamara,Comedy,,Bratz,PG,2008/3/7,100,2.9,Skyler Shaye,15573,Susan Estelle Jansen
2007,1.1575,"$20,000,000 ","$23,150,000 ","$10,232,081 ","$11,843,634 ",Twentieth Century Fox Film Corporation,USA,Marcus Nispel,Action,,Pathfinder,R,4/13/07,99,5.4,Karl Urban,38839,Laeta Kalogridis
2007,1.1575,"$10,000,000 ","$11,575,000 ","$11,043,445 ","$12,782,788 ",Castle Rock Entertainment,USA,Jon Kasdan,Comedy,,In the Land of Women,PG-13,4/20/07,97,6.5,Adam Brody,28844,Jon Kasdan
2007,1.1575,"$16,500,000 ","$19,098,750 ","$11,892,415 ","$13,765,470 ",Morgan Creek Productions,USA,Joe Nussbaum,Comedy,,Sydney White,PG-13,9/21/07,108,6.3,Amanda Bynes,40178,Chad Gomez Creasey
2007,1.1575,"$17,500,000 ","$20,256,250 ","$11,902,715 ","$13,777,393 ",Fox Searchlight Pictures,USA,Wes Anderson,Adventure,,The Darjeeling Limited,R,10/26/07,91,7.2,Owen Wilson,149906,Wes Anderson
2007,1.1575,"$39,000,000 ","$45,142,500 ","$12,807,139 ","$14,824,263 ",New Line Cinema,USA,Michael Davis,Action,,Shoot 'Em Up,R,2009/7/7,86,6.7,Clive Owen,134902,Michael Davis
2007,1.1575,"$20,000,000 ","$23,150,000 ","$13,349,251 ","$15,451,758 ",Fox Atomic,USA,Tom Brady,Comedy,,The Comebacks,PG-13,10/19/07,107,4.2,David Koechner,10302,Ed Yeager
2007,1.1575,"$8,600,000 ","$9,954,500 ","$14,377,198 ","$16,641,607 ",The Weinstein Company,USA,Joby Harold,Crime,,Awake,R,11/30/07,84,6.5,Hayden Christensen,66246,Joby Harold
2007,1.1575,"$35,000,000 ","$40,512,500 ","$14,998,070 ","$17,360,266 ",Metro-Goldwyn-Mayer (MGM),USA,Robert Redford,Drama,,Lions for Lambs,R,2011/9/7,92,6.2,Tom Cruise,42926,Matthew Michael Carnahan
2007,1.1575,"$80,000,000 ","$92,600,000 ","$15,071,514 ","$17,445,277 ",Warner Bros.,USA,Oliver Hirschbiegel,Sci-Fi,,The Invasion,PG-13,8/17/07,99,5.9,Nicole Kidman,67939,David Kajganich
2007,1.1575,"$20,000,000 ","$23,150,000 ","$15,800,078 ","$18,288,590 ",DreamWorks,USA,Marc Forster,Drama,,The Kite Runner,PG-13,2001/11/8,128,7.6,Khalid Abdalla,71096,David Benioff
2007,1.1575,"$10,000,000 ","$11,575,000 ","$16,472,961 ","$19,067,452 ",Focus Features,USA,Dave Meyers,Horror,,The Hitcher,R,1/19/07,84,5.6,Sean Bean,36616,Eric Red
2007,1.1575,"$20,000,000 ","$23,150,000 ","$16,809,076 ","$19,456,505 ",Universal Pictures,USA,James Wan,Horror,,Dead Silence,R,3/16/07,89,6.2,Ryan Kwanten,73126,Leigh Whannell
2007,1.1575,"$30,000,000 ","$34,725,000 ","$16,930,884 ","$19,597,498 ",Millennium Films,USA,Jon Avnet,Crime,,88 Minutes,R,4/18/08,108,5.9,Al Pacino,68510,Gary Scott Thompson
2007,1.1575,"$10,000,000 ","$11,575,000 ","$17,609,452 ","$20,382,941 ",Lionsgate,USA,Eli Roth,Horror,,Hostel: Part II,R,2006/8/7,94,5.5,Lauren German,74531,Eli Roth
2007,1.1575,"$70,000,000 ","$81,025,000 ","$18,211,013 ","$21,079,248 ",Paramount Pictures,USA,Lee Tamahori,Action,,Next,PG-13,4/27/07,96,6.2,Nicolas Cage,131848,Gary Goldman
2007,1.1575,"$35,000,000 ","$40,512,500 ","$18,317,151 ","$21,202,102 ",Apatow Productions,USA,Jake Kasdan,Comedy,,Walk Hard: The Dewey Cox Story,R,12/21/07,96,6.7,John C. Reilly,58230,Judd Apatow
2007,1.1575,"$15,000,000 ","$17,362,500 ","$18,352,454 ","$21,242,966 ",Paramount Vantage,USA,Sean Penn,Adventure,,Into the Wild,R,10/19/07,148,8.1,Emile Hirsch,471946,Sean Penn
2007,1.1575,"$20,000,000 ","$23,150,000 ","$18,882,880 ","$21,856,934 ",Morgan Creek Productions,USA,Garry Marshall,Comedy,,Georgia Rule,R,2005/11/7,100,5.9,Jane Fonda,21482,Mark Andrus
2007,1.1575,"$1,500,000 ","$1,736,250 ","$19,067,631 ","$22,070,783 ",Night and Day Pictures,USA,Adrienne Shelly,Comedy,,Waitress,PG-13,5/25/07,108,7,Keri Russell,39286,Adrienne Shelly
2007,1.1575,"$19,000,000 ","$21,992,500 ","$19,363,565 ","$22,413,326 ",Screen Gems,USA,Nimr_ Antal,Horror,,Vacancy,R,4/20/07,85,6.2,Kate Beckinsale,84066,Mark L. Smith
2007,1.1575,"$20,000,000 ","$23,150,000 ","$19,661,987 ","$22,758,750 ",Relativity Media,USA,Mike Binder,Drama,,Reign Over Me,R,3/23/07,124,7.5,Adam Sandler,86887,Mike Binder
2007,1.1575,"$19,000,000 ","$21,992,500 ","$20,300,218 ","$23,497,502 ",LivePlanet,USA,Ben Affleck,Crime,,Gone Baby Gone,R,10/19/07,114,7.7,Morgan Freeman,212956,Ben Affleck
2007,1.1575,"$10,000,000 ","$11,575,000 ","$20,342,161 ","$23,546,051 ",Twentieth Century Fox Film Corporation,USA,Robert Ben Garant,Comedy,,Reno 911!: Miami,R,2/23/07,100,5.9,Thomas Lennon,24543,Robert Ben Garant
2007,1.1575,"$30,000,000 ","$34,725,000 ","$20,568,319 ","$23,807,829 ",Hollywood Pictures,USA,David S. Goyer,Crime,,The Invisible,PG-13,4/27/07,102,6.3,Justin Chatwin,32253,Mick Davis
2007,1.1575,"$15,000,000 ","$17,362,500 ","$20,804,166 ","$24,080,822 ",Fox Atomic,USA,Martin Weisz,Action,,The Hills Have Eyes II,R,3/23/07,89,5.1,Daniella Alonso,53021,Wes Craven
2007,1.1575,"$25,000,000 ","$28,937,500 ","$22,466,994 ","$26,005,546 ",Lionsgate,USA,Philip G. Atwell,Action,,War,R,8/24/07,103,6.3,Jet Li,76529,Lee Anthony Smith
2007,1.1575,"$60,795,000 ","$70,370,213 ","$23,984,949 ","$27,762,578 ",Revolution Studios,USA,James Foley,Crime,,Perfect Stranger,R,4/13/07,109,5.7,Halle Berry,39651,Todd Komarnicki
2007,1.1575,"$45,000,000 ","$52,087,500 ","$24,343,673 ","$28,177,801 ",Revolution Studios,USA,Julie Taymor,Drama,,Across the Universe,PG-13,2010/12/7,133,7.4,Evan Rachel Wood,96537,Dick Clement
2007,1.1575,"$53,000,000 ","$61,347,500 ","$25,031,037 ","$28,973,425 ",Dimension Films,USA,Robert Rodriguez,Action,,Grindhouse,R,2004/6/7,191,7.6,Kurt Russell,162394,Robert Rodriguez
2007,1.1575,"$40,000,000 ","$46,300,000 ","$25,117,498 ","$29,073,504 ",Warner Bros.,USA,Stephen Hopkins,Horror,,The Reaping,R,2004/5/7,99,5.7,Hilary Swank,38837,Carey Hayes
2007,1.1575,"$18,000,000 ","$20,835,000 ","$25,593,755 ","$29,624,771 ",Dimension Films,USA,Frank Darabont,Horror,,The Mist,R,11/21/07,126,7.2,Thomas Jane,239527,Frank Darabont
2007,1.1575,"$20,000,000 ","$23,150,000 ","$25,612,520 ","$29,646,492 ",Warner Bros.,USA,Andrew Fleming,Comedy,,Nancy Drew,PG,6/15/07,99,5.9,Emma Roberts,16948,Andrew Fleming
2007,1.1575,"$22,000,000 ","$25,465,000 ","$25,628,629 ","$29,665,138 ",New Line Cinema,USA,Craig Gillespie,Comedy,,Mr. Woodcock,PG-13,9/14/07,100,5.2,Billy Bob Thornton,32229,Michael Carnes
